F:\env\Python37\python.exe F:/machinelearning/vision/need-for-auto-speed/percept/speed-estimate/speedmeter_estimate.py
2020-06-21 23:33:05,341 INFO 76 using device: cuda
2020-06-21 23:33:06,916 INFO 79 dataset init finished with size: 139
2020-06-21 23:33:50,494 INFO 92 epoch 53, batch 1, MAELoss = 0.6795631647109985 (label: [110, 213, 67, 221], predict: [229, 246, 967, 153])
2020-06-21 23:33:51,243 INFO 92 epoch 54, batch 0, MAELoss = 0.6722654104232788 (label: [148, 141, 205, 71], predict: [449, 147, 285, 771])
2020-06-21 23:33:51,324 INFO 92 epoch 54, batch 1, MAELoss = 0.6625789999961853 (label: [118, 155, 74, 116], predict: [129, 132, 964, 167])
2020-06-21 23:33:52,037 INFO 92 epoch 55, batch 0, MAELoss = 0.6655752062797546 (label: [25, 39, 128, 146], predict: [731, 598, 112, 147])
2020-06-21 23:33:52,114 INFO 92 epoch 55, batch 1, MAELoss = 0.6786457300186157 (label: [51, 141, 64, 184], predict: [870, 142, 64, 156])
2020-06-21 23:33:52,873 INFO 92 epoch 56, batch 0, MAELoss = 0.6664610505104065 (label: [141, 128, 221, 132], predict: [712, 485, 174, 938])
2020-06-21 23:33:52,953 INFO 92 epoch 56, batch 1, MAELoss = 0.6691524386405945 (label: [125, 138, 150, 0], predict: [928, 535, 998, 0])
2020-06-21 23:33:53,711 INFO 92 epoch 57, batch 0, MAELoss = 0.6652366518974304 (label: [31, 119, 0, 124], predict: [370, 118, 0, 132])
2020-06-21 23:33:53,797 INFO 92 epoch 57, batch 1, MAELoss = 0.6806383728981018 (label: [155, 104, 25, 63], predict: [125, 285, 48, 370])
2020-06-21 23:33:54,535 INFO 92 epoch 58, batch 0, MAELoss = 0.6608442664146423 (label: [126, 167, 64, 0], predict: [126, 148, 61, 600])
2020-06-21 23:33:54,614 INFO 92 epoch 58, batch 1, MAELoss = 0.6596567630767822 (label: [126, 86, 118, 93], predict: [747, 96, 118, 90])
2020-06-21 23:33:55,347 INFO 92 epoch 59, batch 0, MAELoss = 0.6584272384643555 (label: [125, 139, 124, 0], predict: [125, 166, 433, 90])
2020-06-21 23:33:55,422 INFO 92 epoch 59, batch 1, MAELoss = 0.6666304469108582 (label: [180, 136, 124, 105], predict: [475, 935, 229, 531])
2020-06-21 23:33:56,138 INFO 92 epoch 60, batch 0, MAELoss = 0.6575401425361633 (label: [156, 154, 71, 132], predict: [242, 553, 991, 186])
2020-06-21 23:33:56,214 INFO 92 epoch 60, batch 1, MAELoss = 0.6729042530059814 (label: [129, 175, 93, 100], predict: [119, 535, 398, 990])
2020-06-21 23:33:56,945 INFO 92 epoch 61, batch 0, MAELoss = 0.6539400219917297 (label: [99, 205, 106, 129], predict: [938, 809, 136, 182])
2020-06-21 23:33:57,021 INFO 92 epoch 61, batch 1, MAELoss = 0.6570832133293152 (label: [168, 80, 106, 146], predict: [161, 985, 118, 147])
2020-06-21 23:33:57,733 INFO 92 epoch 62, batch 0, MAELoss = 0.656174898147583 (label: [131, 125, 167, 153], predict: [938, 129, 118, 553])
2020-06-21 23:33:57,809 INFO 92 epoch 62, batch 1, MAELoss = 0.6532523036003113 (label: [71, 90, 91, 157], predict: [70, 390, 967, 157])
2020-06-21 23:33:58,518 INFO 92 epoch 63, batch 0, MAELoss = 0.6563689112663269 (label: [43, 146, 150, 132], predict: [0, 147, 235, 535])
2020-06-21 23:33:58,593 INFO 92 epoch 63, batch 1, MAELoss = 0.6650856733322144 (label: [136, 114, 180, 91], predict: [254, 129, 137, 993])
2020-06-21 23:33:59,305 INFO 92 epoch 64, batch 0, MAELoss = 0.6535831689834595 (label: [167, 145, 0, 63], predict: [164, 124, 300, 73])
2020-06-21 23:33:59,384 INFO 92 epoch 64, batch 1, MAELoss = 0.6459085941314697 (label: [61, 239, 114, 100], predict: [61, 182, 119, 600])
2020-06-21 23:34:00,101 INFO 92 epoch 65, batch 0, MAELoss = 0.6522549390792847 (label: [206, 120, 69, 221], predict: [267, 128, 63, 153])
2020-06-21 23:34:00,180 INFO 92 epoch 65, batch 1, MAELoss = 0.6549788117408752 (label: [40, 91, 135, 71], predict: [640, 918, 129, 93])
2020-06-21 23:34:00,903 INFO 92 epoch 66, batch 0, MAELoss = 0.6509734392166138 (label: [239, 125, 155, 118], predict: [129, 119, 185, 148])
2020-06-21 23:34:00,980 INFO 92 epoch 66, batch 1, MAELoss = 0.6480045914649963 (label: [126, 118, 213, 69], predict: [422, 148, 129, 64])
